like1,parx,pary,parz,simulation_0,chain
55520.0,0.3357,5.17,3.729,55520.0,1.0
inf,-2.156,6.984,-3.902,inf,1.0
6524.0,-2.695,-0.6006,2.158,6524.0,1.0
inf,-5.67,0.9243,-0.532,inf,1.0
inf,7.645,2.201,4.082,inf,1.0
inf,-9.33,4.18,2.361,inf,1.0
inf,-2.42,5.133,-6.008,inf,1.0
1555.0,-2.07,1.221,-0.9717,1555.0,1.0
4050.0,1.606,1.864,9.8,4050.0,1.0
inf,-1.825,5.46,-4.633,inf,1.0
inf,5.88,-4.652,8.28,inf,1.0
inf,9.64,-6.188,-7.254,inf,1.0
inf,-1.574,6.184,-9.54,inf,1.0
inf,-4.56,-4.99,9.11,inf,1.0
inf,6.68,-9.38,5.418,inf,1.0
inf,7.914,7.52,7.5,inf,1.0
inf,6.895,-9.35,-0.3552,inf,1.0
inf,2.873,-8.85,8.555,inf,1.0
inf,-1.055,8.6,8.96,inf,1.0
inf,7.984,-6.758,-6.625,inf,1.0
inf,5.508,-0.4216,9.15,inf,1.0
inf,3.648,-6.523,2.79,inf,1.0
1961.0,-0.1353,-0.8853,5.113,1961.0,1.0
inf,-0.971,-6.94,9.76,inf,1.0
inf,-4.59,4.95,-8.96,inf,1.0
inf,-5.062,5.61,-6.906,inf,1.0
inf,-6.613,-0.1769,-5.805,inf,1.0
635.0,-1.014,3.225,9.195,635.0,1.0
inf,8.72,0.3433,2.26,inf,1.0
inf,-7.246,-5.09,9.91,inf,1.0
inf,6.35,2.867,3.896,inf,1.0
52060.0,-0.6084,3.654,-9.23,52060.0,1.0
inf,9.74,-8.38,4.605,inf,1.0
18140.0,-0.2942,4.33,5.945,18140.0,1.0
inf,1.608,-7.25,5.617,inf,1.0
inf,-9.64,7.695,1.488,inf,1.0
inf,0.3872,-8.266,-1.227,inf,1.0
inf,-7.004,-0.7764,4.332,inf,1.0
inf,9.16,4.605,-4.0,inf,1.0
inf,-2.21,8.46,-2.69,inf,1.0
inf,-5.145,9.32,3.506,inf,1.0
inf,8.22,4.79,2.355,inf,1.0
inf,3.572,9.02,-0.108,inf,1.0
inf,6.035,-6.3,-2.178,inf,1.0
inf,-6.26,-6.363,-3.057,inf,1.0
inf,-5.684,-6.875,4.957,inf,1.0
58240.0,4.39,-2.705,-2.645,58240.0,1.0
inf,-3.492,7.773,0.1957,inf,1.0
inf,7.77,2.705,-4.047,inf,1.0
inf,5.285,1.415,9.695,inf,1.0
inf,-8.78,-6.402,5.31,inf,1.0
1463.0,1.177,-0.2158,-3.426,1463.0,1.0
inf,5.64,3.066,7.258,inf,1.0
inf,8.64,-4.945,2.955,inf,1.0
inf,1.121,7.727,-4.777,inf,1.0
36640.0,0.4482,3.752,-4.727,36640.0,1.0
4340.0,-1.711,1.173,-4.97,4340.0,1.0
inf,3.822,9.35,-0.8,inf,1.0
inf,7.67,5.523,-0.621,inf,1.0
inf,-8.4,7.71,-4.4,inf,1.0
57730.0,-4.8,2.396,-6.508,57730.0,1.0
15910.0,-2.436,3.219,-1.95,15910.0,1.0
inf,4.887,8.92,5.168,inf,1.0
inf,-5.0,-9.625,6.336,inf,1.0
inf,-2.74,-7.777,-2.188,inf,1.0
17520.0,0.8154,-4.348,6.652,17520.0,1.0
26940.0,1.563,2.566,-9.83,26940.0,1.0
inf,-6.492,-3.168,-9.94,inf,1.0
inf,6.367,-2.025,-9.1,inf,1.0
inf,-8.79,0.581,4.69,inf,1.0
inf,-1.392,-9.336,-3.457,inf,1.0
inf,-6.3,-8.484,-2.52,inf,1.0
inf,-2.64,-6.703,-7.996,inf,1.0
inf,3.969,6.594,9.92,inf,1.0
inf,-9.36,-8.766,-8.73,inf,1.0
inf,-5.24,9.86,4.355,inf,1.0
inf,-1.536,-9.15,-0.7725,inf,1.0
inf,7.53,-1.447,7.742,inf,1.0
14290.0,-1.832,-1.864,-7.273,14290.0,1.0
inf,-9.78,-6.73,6.875,inf,1.0
inf,2.326,-9.5,0.621,inf,1.0
inf,7.703,4.062,6.14,inf,1.0
inf,-2.414,6.84,-1.004,inf,1.0
inf,5.71,-8.73,-1.852,inf,1.0
inf,0.1254,-4.902,-7.188,inf,1.0
inf,0.9014,6.66,-9.03,inf,1.0
inf,-2.25,7.324,6.676,inf,1.0
inf,7.406,-3.176,3.332,inf,1.0
inf,-0.9233,-7.2,3.768,inf,1.0
inf,-6.082,7.105,0.4724,inf,1.0
21440.0,3.506,3.828,2.715,21440.0,1.0
inf,-7.645,4.65,-3.617,inf,1.0
4984.0,2.508,-0.379,-2.174,4984.0,1.0
inf,-0.7837,8.65,-7.914,inf,1.0
inf,-9.8,3.064,-2.033,inf,1.0
inf,-8.1,-1.707,6.46,inf,1.0
inf,3.686,-7.027,4.61,inf,1.0
inf,-5.797,-0.882,-3.633,inf,1.0
inf,-2.008,-6.668,-4.703,inf,1.0
58660.0,-3.04,-4.992,5.348,58660.0,1.0
inf,-0.825,-9.11,-6.133,inf,1.0
inf,8.4,-4.477,2.336,inf,1.0
inf,-3.307,9.97,7.38,inf,1.0
inf,-6.184,-1.084,-0.3245,inf,1.0
inf,0.738,9.08,0.5986,inf,1.0
inf,-3.717,5.637,1.727,inf,1.0
inf,-7.363,-4.62,-6.457,inf,1.0
inf,7.773,-7.5,3.754,inf,1.0
inf,-0.2496,8.85,8.13,inf,1.0
inf,5.49,-5.133,6.66,inf,1.0
inf,-9.164,-4.3,-9.42,inf,1.0
12060.0,-2.883,-2.66,7.047,12060.0,1.0
6036.0,-0.9253,-3.941,9.445,6036.0,1.0
inf,-6.504,8.74,-7.91,inf,1.0
inf,5.832,0.3667,2.295,inf,1.0
inf,-2.213,-5.48,2.736,inf,1.0
inf,-9.48,-8.95,-6.85,inf,1.0
9610.0,0.478,-0.2471,-9.73,9610.0,1.0
7684.0,-1.037,1.067,-7.62,7684.0,1.0
inf,-7.574,1.315,3.191,inf,1.0
262.8,0.842,-0.889,0.987,262.8,1.0
16980.0,-3.697,0.8135,2.727,16980.0,1.0
inf,7.953,4.0,-9.875,inf,1.0
inf,2.295,9.555,4.2,inf,1.0
5732.0,2.4,0.6187,5.938,5732.0,1.0
inf,7.09,-7.76,9.04,inf,1.0
52830.0,4.676,-0.6763,-3.955,52830.0,1.0
inf,-3.674,-8.18,6.33,inf,1.0
inf,9.14,-1.378,-0.7847,inf,1.0
inf,-1.8125,6.04,0.262,inf,1.0
inf,5.027,4.73,7.035,inf,1.0
inf,7.43,-7.492,8.84,inf,1.0
43170.0,-2.893,-4.316,2.203,43170.0,1.0
inf,-9.945,4.97,-0.7974,inf,1.0
inf,-8.586,-5.734,0.604,inf,1.0
3434.0,1.147,0.7275,-5.3,3434.0,1.0
8310.0,-0.7217,0.6826,-8.65,8310.0,1.0
26480.0,3.543,-2.828,2.713,26480.0,1.0
27730.0,4.242,4.09,7.566,27730.0,1.0
2474.0,1.052,-2.65,3.783,2474.0,1.0
34180.0,1.036,-2.936,-9.42,34180.0,1.0
inf,6.996,5.402,4.668,inf,1.0
inf,-2.434,5.22,-3.607,inf,1.0
inf,5.773,-7.676,-9.41,inf,1.0
inf,5.293,-8.33,8.61,inf,1.0
inf,-8.93,5.816,-2.062,inf,1.0
inf,8.625,2.92,-3.021,inf,1.0
46620.0,4.312,4.504,3.902,46620.0,1.0
751.0,-0.748,0.863,3.463,751.0,1.0
inf,2.375,-4.5,-6.133,inf,1.0
inf,-2.545,-5.617,5.117,inf,1.0
inf,5.594,-8.03,3.83,inf,1.0
inf,8.51,1.605,-0.804,inf,1.0
inf,-0.4045,-4.844,-9.99,inf,1.0
inf,-3.928,7.105,-6.156,inf,1.0
inf,-7.48,1.8955,8.22,inf,1.0
inf,-0.3306,-6.992,-1.722,inf,1.0
inf,1.729,-8.27,-7.63,inf,1.0
inf,5.15,0.979,8.35,inf,1.0
17580.0,-1.296,4.055,3.393,17580.0,1.0
inf,-7.48,6.83,6.438,inf,1.0
inf,-0.7637,6.645,2.057,inf,1.0
inf,9.984,-9.44,-1.92,inf,1.0
inf,1.082,-9.44,-1.999,inf,1.0
inf,-5.82,-6.246,-3.021,inf,1.0
inf,9.83,-3.082,-8.93,inf,1.0
inf,-7.543,1.29,8.03,inf,1.0
inf,-6.07,2.219,5.68,inf,1.0
inf,5.56,6.887,8.24,inf,1.0
inf,-4.195,-5.684,-5.473,inf,1.0
inf,6.164,-0.208,-7.418,inf,1.0
inf,9.9,-1.185,4.99,inf,1.0
inf,2.486,-6.113,7.074,inf,1.0
inf,9.09,5.703,7.406,inf,1.0
inf,-7.156,-5.637,1.515,inf,1.0
inf,8.055,-9.71,1.503,inf,1.0
inf,-1.899,6.01,1.223,inf,1.0
inf,9.48,-4.74,0.0862,inf,1.0
inf,-4.82,-3.664,-0.3726,inf,1.0
inf,-1.05,5.965,-7.65,inf,1.0
inf,-3.186,5.25,-2.762,inf,1.0
inf,-8.86,-7.68,-9.445,inf,1.0
inf,-7.496,-3.625,5.797,inf,1.0
inf,-6.91,-7.88,4.062,inf,1.0
inf,-6.75,5.574,-5.812,inf,1.0
inf,-4.28,8.01,-7.895,inf,1.0
inf,-6.457,8.38,1.698,inf,1.0
inf,2.566,7.26,0.836,inf,1.0
inf,-8.305,5.496,2.932,inf,1.0
inf,5.613,-4.22,-8.125,inf,1.0
inf,-5.953,9.11,1.965,inf,1.0
inf,8.445,0.3318,-9.22,inf,1.0
inf,-9.15,-0.497,-0.1454,inf,1.0
1370.0,-1.325,3.072,5.992,1370.0,1.0
inf,-6.516,0.427,2.393,inf,1.0
inf,-0.0892,7.45,7.94,inf,1.0
inf,-8.31,2.463,6.586,inf,1.0
inf,-5.53,6.133,9.91,inf,1.0
inf,5.297,-2.035,7.227,inf,1.0
inf,-1.831,7.785,4.4,inf,1.0
inf,-8.234,7.684,-8.55,inf,1.0
inf,-9.79,-9.25,-3.52,inf,1.0
inf,-5.527,-7.85,3.967,inf,1.0
inf,0.4255,8.21,-9.29,inf,1.0
inf,7.656,6.188,0.852,inf,1.0
inf,6.44,3.107,-9.586,inf,1.0
inf,9.555,-8.805,-5.195,inf,1.0
18480.0,-2.773,-3.736,6.62,18480.0,1.0
inf,6.758,9.31,-0.967,inf,1.0
inf,-6.04,9.9,6.504,inf,1.0
inf,7.125,-9.46,-1.4,inf,1.0
52220.0,4.11,-3.209,-0.553,52220.0,1.0
inf,-0.659,-6.83,-2.281,inf,1.0
1572.0,1.622,-1.323,1.578,1572.0,1.0
inf,-5.223,-4.547,-9.53,inf,1.0
inf,-6.586,-6.66,-0.3784,inf,1.0
inf,8.26,-4.74,2.482,inf,1.0
27280.0,3.229,3.44,-3.129,27280.0,1.0
inf,-9.95,-9.39,1.771,inf,1.0
36450.0,-4.66,2.643,6.574,36450.0,1.0
6720.0,-0.728,1.286,9.81,6720.0,1.0
inf,-8.1,-1.6455,-8.66,inf,1.0
inf,-9.71,1.642,9.86,inf,1.0
inf,-9.88,2.355,2.824,inf,1.0
inf,-7.316,-5.84,6.656,inf,1.0
inf,-2.225,-8.18,2.676,inf,1.0
inf,3.963,6.543,8.45,inf,1.0
inf,2.615,9.72,2.617,inf,1.0
inf,5.87,-4.707,-5.773,inf,1.0
inf,-8.336,-4.27,5.516,inf,1.0
inf,9.74,9.43,-8.75,inf,1.0
58140.0,-1.91,4.01,-8.01,58140.0,1.0
inf,5.562,9.09,0.613,inf,1.0
inf,6.266,2.463,3.332,inf,1.0
inf,3.447,-6.44,7.875,inf,1.0
inf,5.68,-9.47,-7.52,inf,1.0
57340.0,4.58,-1.742,-4.54,57340.0,1.0
23400.0,-0.627,3.043,-5.81,23400.0,1.0
inf,-8.74,-4.305,-7.99,inf,1.0
inf,-1.468,6.004,3.25,inf,1.0
inf,4.09,-6.777,6.68,inf,1.0
inf,-4.273,7.938,-2.988,inf,1.0
inf,0.93,-7.65,-8.17,inf,1.0
inf,6.35,3.861,-5.05,inf,1.0
11944.0,-1.183,1.763,-7.812,11944.0,1.0
inf,-7.5,2.516,9.13,inf,1.0
37660.0,2.936,-4.203,3.102,37660.0,1.0
inf,-9.09,-9.09,1.202,inf,1.0
inf,-3.264,-4.074,-8.88,inf,1.0
inf,7.125,1.832,-4.68,inf,1.0
inf,3.492,-4.438,-8.95,inf,1.0
inf,5.973,-2.959,-1.481,inf,1.0
9560.0,3.05,1.413,-3.773,9560.0,1.0
inf,6.848,4.695,-2.217,inf,1.0
inf,-5.457,-1.582,-3.22,inf,1.0
inf,8.32,-3.242,9.164,inf,1.0
inf,6.07,-5.496,5.566,inf,1.0
13230.0,3.016,0.2087,7.348,13230.0,1.0
inf,-1.818,7.156,2.898,inf,1.0
inf,-9.47,3.36,5.258,inf,1.0
inf,1.19,9.47,3.064,inf,1.0
inf,9.125,2.385,-5.906,inf,1.0
inf,-3.73,9.44,1.915,inf,1.0
inf,-8.34,-5.395,3.822,inf,1.0
inf,-8.13,-8.734,-7.164,inf,1.0
inf,-5.984,4.598,7.89,inf,1.0
27120.0,1.284,2.744,-8.9,27120.0,1.0
inf,-5.71,3.205,7.812,inf,1.0
inf,-2.064,-8.97,1.083,inf,1.0
3054.0,-0.2152,-1.67,8.03,3054.0,1.0
25260.0,3.818,-1.277,2.66,25260.0,1.0
inf,-4.93,3.047,-7.312,inf,1.0
inf,5.594,-4.176,9.92,inf,1.0
22930.0,3.736,0.6196,-6.77,22930.0,1.0
inf,-6.39,0.5083,0.5347,inf,1.0
13330.0,-0.4248,-3.22,-0.656,13330.0,1.0
inf,-9.25,0.09485,-7.695,inf,1.0
64960.0,4.914,-0.3364,-6.9,64960.0,1.0
inf,8.664,7.688,6.566,inf,1.0
inf,7.934,-4.293,7.67,inf,1.0
inf,-5.465,4.043,-4.12,inf,1.0
160.5,-0.728,-0.3408,-0.7773,160.5,1.0
inf,-2.133,9.445,2.303,inf,1.0
inf,5.996,-3.826,-1.493,inf,1.0
1947.0,-1.907,-0.4656,-1.375,1947.0,1.0
inf,-5.754,-3.451,-4.574,inf,1.0
inf,7.953,3.723,-0.1257,inf,1.0
inf,4.457,6.637,0.333,inf,1.0
6510.0,1.015,2.146,-3.38,6510.0,1.0
inf,7.184,5.28,-3.908,inf,1.0
inf,3.736,8.12,1.789,inf,1.0
16530.0,3.883,3.738,7.945,16530.0,1.0
61470.0,-4.883,-0.51,4.86,61470.0,1.0
inf,-7.684,8.914,5.766,inf,1.0
4230.0,2.254,0.384,4.65,4230.0,1.0
inf,-5.793,-7.848,5.28,inf,1.0
inf,-7.31,1.087,-1.26,inf,1.0
inf,9.05,9.33,-7.207,inf,1.0
inf,-8.42,-9.18,-2.059,inf,1.0
inf,-5.305,-9.07,-3.7,inf,1.0
inf,-4.8,7.3,6.906,inf,1.0
4510.0,-0.5464,3.08,3.373,4510.0,1.0
inf,-0.988,5.844,3.254,inf,1.0
inf,7.504,-7.15,-8.664,inf,1.0
inf,-5.47,-5.176,-9.695,inf,1.0
3188.0,-2.246,1.173,5.47,3188.0,1.0
inf,-4.29,-8.57,0.9756,inf,1.0
inf,-2.139,-6.87,-4.23,inf,1.0
inf,-1.719,-8.76,2.195,inf,1.0
inf,9.42,-3.203,2.312,inf,1.0
inf,8.76,2.273,-8.09,inf,1.0
inf,1.937,-8.29,5.926,inf,1.0
inf,-8.51,2.754,-8.914,inf,1.0
inf,-8.49,4.58,2.395,inf,1.0
55100.0,-4.176,3.69,-5.4,55100.0,1.0
35100.0,-4.176,0.695,8.88,35100.0,1.0
inf,-9.1,-5.42,-2.146,inf,1.0
inf,-5.64,-0.03436,-7.152,inf,1.0
inf,-9.69,4.355,-4.668,inf,1.0
inf,8.04,3.94,-5.016,inf,1.0
38720.0,1.339,-3.756,-4.766,38720.0,1.0
inf,7.883,-6.383,2.113,inf,1.0
inf,8.98,-5.06,-0.33,inf,1.0
inf,0.2695,-6.652,-6.992,inf,1.0
inf,-0.859,-6.03,5.36,inf,1.0
inf,4.492,-5.76,7.23,inf,1.0
7764.0,1.758,-1.163,9.07,7764.0,1.0
inf,-2.312,8.39,6.22,inf,1.0
inf,4.95,6.043,-1.554,inf,1.0
inf,-0.9536,8.266,5.926,inf,1.0
inf,-3.924,-7.195,-0.6865,inf,1.0
inf,8.734,0.1752,8.0,inf,1.0
25440.0,3.941,-0.3372,1.562,25440.0,1.0
inf,9.83,3.533,1.315,inf,1.0
inf,-2.285,7.965,-3.709,inf,1.0
inf,1.787,9.51,3.676,inf,1.0
1388.0,-0.631,-0.02032,-3.697,1388.0,1.0
5964.0,-0.04752,1.312,-5.89,5964.0,1.0
inf,-5.668,2.416,-7.99,inf,1.0
64000.0,2.11,5.438,4.297,64000.0,1.0
33800.0,4.348,0.5615,1.32,33800.0,1.0
18880.0,-0.1444,2.7,-6.18,18880.0,1.0
inf,-7.297,2.963,6.332,inf,1.0
inf,-2.545,-7.33,9.7,inf,1.0
inf,-6.2,6.188,-0.4158,inf,1.0
44320.0,4.62,3.059,-1.029,44320.0,1.0
inf,-9.05,0.0571,-5.402,inf,1.0
inf,6.8,-4.69,-6.027,inf,1.0
1537.0,2.078,0.5474,-0.761,1537.0,1.0
inf,-1.645,-6.0,-4.344,inf,1.0
inf,3.191,-7.2,6.3,inf,1.0
inf,9.68,-7.453,-7.45,inf,1.0
3090.0,2.14,1.094,5.527,3090.0,1.0
inf,5.58,-7.7,-7.0,inf,1.0
inf,-3.045,8.0,1.679,inf,1.0
inf,-2.398,-9.836,9.5,inf,1.0
inf,-8.164,-5.918,-8.93,inf,1.0
inf,7.754,-6.473,3.557,inf,1.0
53400.0,-2.773,3.729,-8.87,53400.0,1.0
10740.0,-2.848,4.21,8.13,10740.0,1.0
inf,7.074,-0.2162,3.346,inf,1.0
inf,-3.646,9.8,-1.79,inf,1.0
26600.0,-4.332,2.541,4.926,26600.0,1.0
27900.0,-3.467,-2.643,-1.0,27900.0,1.0
inf,-5.793,9.99,8.93,inf,1.0
inf,6.953,7.445,-9.805,inf,1.0
inf,4.996,5.28,-2.824,inf,1.0
inf,4.758,-9.82,-1.002,inf,1.0
inf,9.85,2.59,-4.42,inf,1.0
21230.0,2.14,4.176,2.861,21230.0,1.0
40200.0,-3.21,-3.047,-5.656,40200.0,1.0
inf,9.72,2.729,2.576,inf,1.0
inf,0.1663,6.934,1.211,inf,1.0
inf,7.496,-3.69,-0.4875,inf,1.0
6800.0,-1.971,1.279,9.45,6800.0,1.0
inf,-6.44,1.035,-4.87,inf,1.0
inf,-9.78,4.746,-8.05,inf,1.0
inf,5.145,6.742,-4.79,inf,1.0
29650.0,-2.125,4.293,1.204,29650.0,1.0
inf,-8.1,-5.094,-0.825,inf,1.0
inf,-6.973,6.42,-3.83,inf,1.0
10130.0,2.004,0.2747,9.414,10130.0,1.0
inf,-1.775,9.95,8.84,inf,1.0
inf,-9.56,-7.695,6.938,inf,1.0
inf,-5.88,-1.083,5.758,inf,1.0
inf,2.682,6.527,9.625,inf,1.0
5800.0,2.629,0.08636,-3.367,5800.0,1.0
inf,8.27,-2.127,-9.42,inf,1.0
inf,5.5,-7.277,8.58,inf,1.0
inf,-3.25,5.08,-2.135,inf,1.0
inf,5.395,0.4102,-8.516,inf,1.0
inf,-1.965,9.9,-2.19,inf,1.0
36670.0,-4.492,2.557,-0.9375,36670.0,1.0
inf,6.64,-3.873,-0.361,inf,1.0
inf,-7.402,-2.107,3.361,inf,1.0
inf,-0.1992,-5.387,3.512,inf,1.0
inf,-4.07,-9.27,1.439,inf,1.0
inf,1.457,-7.465,-8.016,inf,1.0
31230.0,2.451,-2.365,-9.96,31230.0,1.0
inf,-4.367,-8.58,-3.01,inf,1.0
inf,8.4,4.69,7.723,inf,1.0
inf,7.098,-0.271,2.768,inf,1.0
inf,6.293,5.504,2.828,inf,1.0
inf,-3.906,-8.336,-1.856,inf,1.0
inf,0.4019,-9.77,-0.9497,inf,1.0
28350.0,3.727,-2.908,7.258,28350.0,1.0
inf,-4.74,-3.184,5.363,inf,1.0
inf,-7.598,3.158,-6.152,inf,1.0
41500.0,3.752,-2.896,-2.854,41500.0,1.0
inf,9.54,4.363,0.492,inf,1.0
64500.0,3.43,4.69,-2.38,64500.0,1.0
3918.0,-1.134,0.2023,6.203,3918.0,1.0
inf,2.049,-5.617,-1.402,inf,1.0
30460.0,3.371,2.72,-7.758,30460.0,1.0
inf,-7.035,1.894,-7.28,inf,1.0
7584.0,1.966,3.684,4.867,7584.0,1.0
inf,-5.04,-3.797,-8.15,inf,1.0
inf,6.05,-2.787,8.555,inf,1.0
22050.0,3.473,1.424,-8.33,22050.0,1.0
inf,-8.33,1.501,1.018,inf,1.0
inf,9.16,0.06064,9.07,inf,1.0
7384.0,2.9,-0.1028,-1.163,7384.0,1.0
21810.0,0.4954,3.9,0.9,21810.0,1.0
inf,-5.54,-2.291,-7.438,inf,1.0
inf,-9.17,2.744,6.58,inf,1.0
23400.0,3.938,3.035,0.3555,23400.0,1.0
inf,-1.937,9.93,9.35,inf,1.0
inf,-8.57,-7.086,7.13,inf,1.0
inf,7.45,0.771,-6.18,inf,1.0
inf,-0.5444,-6.176,2.475,inf,1.0
inf,7.01,4.87,4.727,inf,1.0
inf,-6.02,5.02,0.2668,inf,1.0
847.0,2.088,1.507,1.703,847.0,1.0
40600.0,4.35,-1.07,-1.183,40600.0,1.0
inf,-6.05,1.438,-2.611,inf,1.0
inf,2.8,5.605,-7.977,inf,1.0
inf,-8.51,-8.48,-3.383,inf,1.0
inf,-7.18,0.314,-4.594,inf,1.0
56100.0,1.296,-4.61,-1.595,56100.0,1.0
6630.0,0.3542,-0.8506,8.805,6630.0,1.0
40480.0,4.562,2.824,-0.99,40480.0,1.0
inf,-0.7275,9.03,1.551,inf,1.0
inf,4.902,7.188,-1.812,inf,1.0
inf,-5.883,3.375,-7.684,inf,1.0
inf,6.336,-6.96,2.037,inf,1.0
25070.0,-1.009,-3.047,-6.01,25070.0,1.0
51300.0,1.132,3.895,-7.32,51300.0,1.0
inf,3.19,-9.8,-4.74,inf,1.0
63870.0,-4.89,2.555,-6.94,63870.0,1.0
inf,-7.445,0.2534,0.522,inf,1.0
35360.0,4.117,-1.6875,5.375,35360.0,1.0
inf,9.23,3.293,-6.47,inf,1.0
inf,-7.04,-0.881,-9.375,inf,1.0
inf,-9.414,-6.312,-4.336,inf,1.0
inf,-8.016,0.966,0.3357,inf,1.0
inf,9.66,3.52,7.16,inf,1.0
inf,5.715,-2.047,3.705,inf,1.0
19920.0,-1.604,3.693,-0.4202,19920.0,1.0
inf,-4.32,-5.59,7.2,inf,1.0
inf,9.83,1.78,6.61,inf,1.0
inf,9.42,6.992,-6.766,inf,1.0
inf,1.945,6.727,-8.24,inf,1.0
46270.0,-2.744,-3.771,-4.055,46270.0,1.0
inf,-8.74,-8.52,8.68,inf,1.0
inf,-6.684,3.775,1.512,inf,1.0
inf,7.344,-6.613,4.996,inf,1.0
43230.0,-4.387,-0.485,6.773,43230.0,1.0
38340.0,-1.061,5.152,7.4,38340.0,1.0
15890.0,2.865,4.41,7.42,15890.0,1.0
inf,-0.1937,-7.164,8.734,inf,1.0
inf,-6.746,3.379,0.502,inf,1.0
21730.0,2.1,-4.02,4.07,21730.0,1.0
9730.0,1.158,-3.092,0.756,9730.0,1.0
inf,4.773,-8.66,7.934,inf,1.0
9940.0,-0.78,-2.264,-4.414,9940.0,1.0
inf,-6.1,8.766,-9.01,inf,1.0
inf,-0.08856,-6.984,-6.9,inf,1.0
inf,-6.477,-6.355,0.7886,inf,1.0
43330.0,3.912,3.889,-2.271,43330.0,1.0
4260.0,-2.158,-0.0735,-4.48,4260.0,1.0
inf,-5.816,-6.84,4.867,inf,1.0
13920.0,2.494,-3.594,6.38,13920.0,1.0
28560.0,-3.951,-1.06,3.834,28560.0,1.0
inf,-7.15,3.098,6.633,inf,1.0
inf,-5.91,-0.1869,3.963,inf,1.0
inf,-4.707,8.16,-3.62,inf,1.0
inf,8.07,4.91,3.316,inf,1.0
10020.0,2.723,1.033,8.77,10020.0,1.0
65470.0,-4.26,-2.8,-6.79,65470.0,1.0
inf,-9.79,-3.77,5.61,inf,1.0
inf,6.33,8.87,-7.566,inf,1.0
46700.0,-4.777,1.416,-0.7676,46700.0,1.0
inf,1.082,-6.86,-2.824,inf,1.0
inf,-0.748,5.582,-1.793,inf,1.0
inf,5.953,7.21,-5.926,inf,1.0
inf,-8.34,1.978,2.8,inf,1.0
inf,4.41,4.74,-1.8955,inf,1.0
inf,9.805,2.453,8.13,inf,1.0
inf,2.123,-7.094,3.584,inf,1.0
inf,2.623,-9.69,9.055,inf,1.0
13360.0,-3.371,0.2666,3.268,13360.0,1.0
inf,2.941,-6.035,5.41,inf,1.0
22260.0,2.521,3.617,-1.58,22260.0,1.0
inf,8.01,-8.43,2.838,inf,1.0
inf,5.92,-6.203,4.184,inf,1.0
inf,6.195,4.08,-0.2383,inf,1.0
inf,4.78,-7.367,6.86,inf,1.0
inf,5.625,7.516,8.3,inf,1.0
inf,-4.113,5.69,8.414,inf,1.0
inf,-2.053,8.805,3.459,inf,1.0
8530.0,1.45,-3.102,2.002,8530.0,1.0
65380.0,2.697,-4.76,0.10565,65380.0,1.0
64300.0,-4.527,5.125,6.1,64300.0,1.0
inf,5.383,-4.617,6.6,inf,1.0
inf,-0.05984,5.703,1.079,inf,1.0
inf,2.154,-5.785,1.228,inf,1.0
inf,1.517,6.715,5.35,inf,1.0
5092.0,-2.82,1.066,2.979,5092.0,1.0
inf,-3.469,9.53,-0.7017,inf,1.0
inf,6.15,-3.47,4.62,inf,1.0
1599.0,0.2234,-2.844,5.36,1599.0,1.0
inf,-2.732,8.83,0.599,inf,1.0
inf,6.69,0.0653,-7.477,inf,1.0
997.0,0.2063,-0.692,3.545,997.0,1.0
10040.0,-2.863,1.462,-5.273,10040.0,1.0
51330.0,3.95,-3.684,1.696,51330.0,1.0
inf,9.82,-8.53,-0.9243,inf,1.0
inf,8.39,4.07,-9.59,inf,1.0
inf,-7.188,9.21,-3.229,inf,1.0
inf,6.426,-2.879,5.766,inf,1.0
inf,7.695,8.02,-4.844,inf,1.0
46940.0,-4.23,-3.307,6.43,46940.0,1.0
inf,9.88,7.91,-5.145,inf,1.0
inf,-7.035,3.965,5.35,inf,1.0
inf,-9.69,-3.008,9.375,inf,1.0
inf,-6.965,-5.91,7.453,inf,1.0
inf,-9.44,9.83,-7.383,inf,1.0
inf,-6.016,-8.32,4.297,inf,1.0
inf,-7.723,4.51,6.07,inf,1.0
inf,-9.234,-8.72,-5.555,inf,1.0
48300.0,4.902,2.568,1.819,48300.0,1.0
inf,8.4,0.495,6.81,inf,1.0
inf,5.285,-1.5205,-4.54,inf,1.0
inf,-8.08,-3.42,-9.55,inf,1.0
inf,-8.79,6.992,3.95,inf,1.0
inf,9.91,-0.4521,-3.729,inf,1.0
inf,-0.4065,6.777,-1.232,inf,1.0
inf,-5.832,-8.09,6.203,inf,1.0
2958.0,0.5835,-0.9995,6.266,2958.0,1.0
inf,-2.201,-7.977,3.627,inf,1.0
inf,9.51,-6.617,-4.367,inf,1.0
inf,3.916,6.473,-0.2808,inf,1.0
inf,9.72,6.4,-1.415,inf,1.0
inf,-6.15,-4.125,6.31,inf,1.0
25300.0,2.7,-1.822,-9.72,25300.0,1.0
inf,-7.18,-0.575,-4.93,inf,1.0
inf,7.125,-5.402,1.421,inf,1.0
inf,6.977,1.371,-4.297,inf,1.0
25900.0,-1.992,-3.035,-5.266,25900.0,1.0
inf,-7.203,-7.613,5.37,inf,1.0
716.0,-1.488,0.736,2.758,716.0,1.0
22300.0,3.447,0.3997,-9.38,22300.0,1.0
inf,3.363,4.96,-2.65,inf,1.0
inf,8.53,0.4807,6.773,inf,1.0
17280.0,2.33,1.913,-9.0,17280.0,1.0
inf,-9.03,8.92,1.278,inf,1.0
